Potential Accident Level,Gender,Country_Country_01,Country_Country_02,Country_Country_03,Local_Local_01,Local_Local_02,Local_Local_03,Local_Local_04,Local_Local_05,Local_Local_06,Local_Local_07,Local_Local_08,Local_Local_09,Local_Local_10,Local_Local_11,Local_Local_12,Industry Sector_Metals,Industry Sector_Mining,Industry Sector_Others,Employee or Third Party_Employee,Employee or Third Party_Third Party,Employee or Third Party_Third Party (Remote),"Critical Risk_
Not applicable",Critical Risk_Bees,Critical Risk_Blocking and isolation of energies,Critical Risk_Burn,Critical Risk_Chemical substances,Critical Risk_Confined space,Critical Risk_Cut,Critical Risk_Electrical Shock,Critical Risk_Electrical installation,Critical Risk_Fall,Critical Risk_Fall prevention,Critical Risk_Fall prevention (same level),Critical Risk_Individual protection equipment,Critical Risk_Liquid Metal,Critical Risk_Machine Protection,Critical Risk_Manual Tools,Critical Risk_Others,Critical Risk_Plates,Critical Risk_Poll,Critical Risk_Power lock,Critical Risk_Pressed,Critical Risk_Pressurized Systems,Critical Risk_Pressurized Systems / Chemical Substances,Critical Risk_Projection,Critical Risk_Projection of fragments,Critical Risk_Projection/Burning,Critical Risk_Projection/Choco,Critical Risk_Projection/Manual Tools,Critical Risk_Suspended Loads,Critical Risk_Traffic,Critical Risk_Vehicles and Mobile Equipment,Critical Risk_Venomous Animals,Critical Risk_remains of choco,Description,Accident Level
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a 150-ton overhead crane at the steel fabrication facility, electrician Juan attempted to replace a faulty contactor in the control panel while the crane was still energized. As he removed the cover plate, his gloved hand made accidental contact with an exposed live conductor, causing a spark that ignited nearby flammable materials stored on shelves above. The resulting explosion and fireball engulfed Juan's upper body, inflicting severe burns to his face, neck, and arms.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ACTIVITY: pipeline maintenance (hot tapping) LOCAL: offshore oil platform, module 3 - deck level B-1 The technician was performing hot tapping on a corroded pipe when a sudden pressure surge caused the pipe to burst, releasing high-pressure steam that struck him from behind. He suffered severe burns and lacerations before being rescued by colleagues and airlifted to the nearest hospital for emergency treatment.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 2:10 pm, maintenance technician Carlos is tasked with inspecting a faulty conveyor belt on production floor C-3. He climbs onto the moving equipment to access the damaged section and becomes entangled in the loose cable harnesses. As he attempts to free himself, his left hand slips into an open gear compartment, causing severe crushing injuries due to the rotating machinery components.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the maintenance area of the SAG mill at level 1200 OB2B, during a routine inspection, an electrician was checking the motor control center when his gloved hand accidentally came into contact with the rotating shaft of the starter motor while attempting to adjust its position using a wrench. The sudden rotation caused severe lacerations on the top and side of the left hand. At the time of the accident, another maintenance worker was nearby, but not directly supervising or assisting the electrician.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on the conveyor belt system at level 12 of the processing plant, equipment operator Carlos struggled to loosen a stubborn bolt using an impact wrench. As he applied excessive force, the bolt suddenly broke free and struck his right hand with significant force, causing lacerations and bruising across multiple fingers. The incident occurred while Carlos was working alone in the area, approximately 10 meters above ground level. He was immediately taken to the on-site medical facility for treatment and subsequent transport to a nearby hospital for further care.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on level 3450 OB1A, the mechanic was performing checks on the drilling system of the Atlas truck when he accidentally activated the drill arm lever with his body, causing it to move downwards and strike him against the support tube, resulting in severe injuries. At the time of the accident, another employee was standing nearby observing the operation but did not intervene due to a lack of clear visibility.",4
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the maintenance bay of the processing plant at Level 2100 OB1A, a technician was attempting to replace a faulty motor on the conveyor belt system when he lost his footing and fell onto the moving belt, getting entangled in its rollers. As the belt continued to operate, it caused severe lacerations to the technician's left leg and ankle area, requiring immediate medical attention.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During routine maintenance at approximately 9:15 a.m., mechanic Juan Carlos attempts to remove a loose bolt from the motor housing of the centrifugal pump CP-12 in the process area PA-3, using an adjustable wrench and standing on a metal ladder placed near the equipment. As he applies force to loosen the bolt, it suddenly breaks off, falling 1.5 meters onto his left foot, causing severe lacerations and bruising.",4
4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on a 300-meter-deep oil well, driller João attempted to loosen a stubborn pipe coupling using an impact wrench while standing on a rickety scaffolding platform. As he applied excessive force, the equipment suddenly jerked out of his hands and swung wildly, striking him in the chest with its heavy metal housing. The blow caused severe bruising and lacerations, leaving João dazed and disoriented. He was quickly evacuated to the on-site medical facility for treatment, where a team of medics worked to stabilize his condition before transporting him to a nearby hospital for further care.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:20 hours, José García, a maintenance worker at the chemical plant, attempted to access an elevated platform by climbing up a rickety ladder while carrying a toolbox weighing approximately 25 kg. As he ascended, his foot slipped on the rung and he lost balance, falling backwards from a height of about 3.2 meters onto the concrete floor below, sustaining injuries to his back and head.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At the Siderúrgica del Norte steel plant's continuous casting machine No. 2, a mechanical failure occurred during maintenance operations on the primary cooling system. The worker responsible for replacing the thermal insulation blanket accidentally triggered the hydraulic system, causing the massive metal beam (weighing approximately 5 tons) to suddenly drop and strike him with considerable force. Despite wearing personal protective equipment, including steel-toed boots and gloves, the operator sustained severe injuries due to the unexpected impact, resulting in a fractured femur and multiple lacerations on his lower extremities.",4
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During the maintenance procedure on a 10-meter-tall storage tank's access ladder, an employee slipped while descending from the top rung due to inadequate handrails and fell approximately 4 meters onto their left shoulder, resulting in severe bruising and limited mobility of the affected area. The incident occurred when another worker was distracted by a nearby equipment malfunction, failing to provide proper assistance or warning to the injured party.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance work on a conveyor belt system at an industrial facility, a technician was tasked with inspecting a section of the equipment suspended 2.5 meters above ground level using a basket attached to a pulley system. As he reached out to examine a malfunctioning gear, his gloved hand slipped from the metal surface and became entangled in the moving belt's mesh structure. The sudden jerk caused severe lacerations on his left palm and fingers, which were subsequently referred for medical attention at a nearby hospital emergency room.",4
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a 500-ton hydraulic press at the manufacturing facility of TechFab Inc., technician Jameson attempted to loosen a stuck piston by applying heat with a blowtorch, causing it to suddenly release and strike his left forearm from approximately 1 meter above ground level, resulting in lacerations.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 14:10 hours, a maintenance technician attempts to access the upper level of the dryer unit by removing a section of catwalk railing (1.5m x 3m). While doing so, they fail to secure the safety harness and lose their footing on an oily surface, falling approximately 4.2 meters onto a metal grate below, resulting in severe injuries to both legs.",4
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 1:45 a.m., Mr. Rodriguez was performing routine maintenance on the conveyor belt system when his right arm became entangled in the moving chain, causing severe lacerations and bruising as he attempted to free himself from the machinery's grasp.",4
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During routine maintenance on a 200-meter-long conveyor belt at the processing plant's primary extraction site, employee Rodriguez was tasked with replacing worn-out rollers. As he reached for the third roller from the left edge of the system, his gloved hand slipped off the metal surface and became entangled in the rotating shaft's meshing gears. In an attempt to free himself, Rodriguez inadvertently activated the emergency stop mechanism, causing the entire conveyor belt section to come to a sudden halt. As he struggled to disentangle his arm from the machinery, his left hand was subjected to intense pressure against the stationary gear housing, resulting in severe lacerations and bruising.",4
4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 08:45 hours, Mr. Juan Carlos was performing a routine inspection on the top deck of the storage tank when he accidentally stepped into an open hatchway and fell approximately 3 meters onto a metal grating below. He suffered injuries upon landing and was transported to the medical center for treatment.",4
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a high-pressure pipeline at the Petrobras refinery, an employee accidentally triggered the sudden release of pressurized gas while attempting to loosen a stuck valve handle with his bare hands. The resulting explosion sent debris flying in all directions, striking him squarely on the left side of the chest and causing severe bruising and lacerations.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 09:30 hours, engineer Ana Moreno-GARCIA was conducting a routine inspection on the upper deck of storage tank T-1234 when she lost her footing and fell approximately 3 meters onto the steel grating below. She hit her head against the edge of a nearby ventilation shaft before being rushed to the medical center for treatment.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During routine maintenance on the Centrifuge 345 at level -2500 Acc 5, a technician is instructed by their supervisor to replace a faulty bearing while the machine remains operational in slow rotation mode. As the technician begins disassembling the gearbox, they accidentally trigger the emergency stop button with their gloved hand, causing the centrifugal force to rapidly increase and whip around loose tools on the platform, striking them in the head and shoulder area. The supervisor is standing nearby but unable to intervene due to being tied up in a safety harness securing another worker at height.",4
4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation in Cell 42, Row 9, Section 14, an electrician is tasked with inspecting and replacing a faulty transformer on the top level of a steel rack system. As he ascends the ladder, his gloved hand slips off the rung due to excessive wear, causing him to lose balance and fall onto the metal platform below. The impact results in severe bruising and lacerations on both arms, as well as a suspected fracture to the left forearm.",4
4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance work on a 12-meter-tall storage tank's access ladder, technician Carlos was performing a visual inspection when he lost his footing and fell from the top rung to the ground, landing awkwardly with his right shoulder and arm bearing most of the impact force. The fall resulted in a severe injury to his humerus, requiring immediate medical attention and subsequent surgery for internal fixation.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 08:20 hours, Mr. Juan Carlos Gomez was performing maintenance on a high-pressure gas pipeline in an elevated trench when his safety harness failed due to excessive wear and tear. As he fell approximately 4 meters, his body hit the metal piping, causing severe injuries to his back and head. He was immediately transported to the medical center for emergency treatment.",4
5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 8:20 a.m., during routine maintenance on the conveyor belt system at Level 2100 OB3C, Mr. Antonio was inspecting the idler pulley when his safety harness failed due to wear and tear. As he fell from an elevation of about 4 meters, his arm got caught in the moving chain sprocket, causing a severe laceration on his left forearm.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During maintenance operations on a conveyor belt in the production area, an employee attempts to replace a worn-out rubber roller by lifting it off its mounting bracket using a mechanical hoist. As he is raising the roller, one of the cable's steel strands snaps, causing the heavy load to swing violently and strike the left shoulder of another worker standing nearby, resulting in severe bruising and lacerations requiring immediate medical attention.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At 2:17 pm, during a routine maintenance operation on the chemical processing unit's distillation column, operator Ana reported a sudden loss of pressure in one of the condenser coils via radio communication with her supervisor, Engineer Fernandes. In response, he instructed her to immediately shut down the system and initiate emergency procedures for depressurizing the affected section. However, before she could complete this task, a burst pipe on the column's upper platform released a stream of hot hydrocarbon liquid that sprayed across the catwalk, striking three nearby workers who were not wearing personal protective equipment (PPE). Two employees suffered severe burns and were rushed to the hospital for immediate medical attention; one employee required 12 stitches to treat lacerations.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"At approximately 14:45 hours in sector C-3, row 22, Cell 56 of the processing plant, a worker was performing maintenance on a conveyor belt when an unexpected electrical surge caused him to lose his footing and fall from a height of about 2 meters onto a metal grating. The impact resulted in severe lacerations on both knees and a suspected fracture of the left tibia. First aid responders rushed to the scene, immobilized the injured worker's legs, and transported him via ambulance to the nearest hospital for further evaluation and treatment.",4
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"During a routine maintenance operation on the conveyor belt 12 in the production hall, one technician removes the floor plate (1m x 2m) to access the underside of the equipment. While attempting to loosen a stubborn bolt with an impact wrench, another worker accidentally drops it from about 50 cm above the ground, and it falls onto his right hand, causing injury due to the forceful impact.",4
